name,title,url,headshot_image_url,date_updated,department,research_interests,personal_site
Harold Sirkin,Adjunct Professor of Strategy (Courtesy),http://www.kellogg.northwestern.edu/faculty/directory/sirkin_hal.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Sirkin_Hal_022114.ashx,20180327,STRATEGY,,
Harry M. Kraemer,Clinical Professor of Strategy,http://www.kellogg.northwestern.edu/faculty/directory/kraemer_harry_m.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/kraemer_h.ashx,20180327,STRATEGY,"Kraemer, Harry M.. 2012. From Values To Action: The Four Principles of Values Based Leadership. Wiley Jossey Bass.",http://harrykraemer.org/
Haskel Benishay,Professor Emeritus of Managerial Economics & Decision Sciences,http://www.kellogg.northwestern.edu/faculty/directory/benishay_haskel.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/benishay_h.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,,
Hervey Juris,Professor Emeritus of Human Resources Management,http://www.kellogg.northwestern.edu/faculty/directory/juris_hervey.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Juris-Hervey-2014-v2.ashx,20180327,STRATEGY,,
Holly J. Raider,,http://www.kellogg.northwestern.edu/faculty/directory/raider_holly.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Raider_Holly_101316.ashx,20180327,EXECUTIVE EDUCATION,,
Homi Patel,Adjunct Professor of Marketing,http://www.kellogg.northwestern.edu/faculty/directory/patel_homi.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/patel_homi.ashx,20180327,MARKETING,,
Hyejin Youn,,http://www.kellogg.northwestern.edu/faculty/directory/youn_hyejin.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Youn_Hyejin_111717_2.ashx,20180327,MANAGEMENT & ORGANIZATIONS,My research aims to develop a mathematical and computational framework to understand socio-economic systems. These include (see the detail here)Science of Cities | Pathway of Innovation  | Linguistics (Semantics),http://hyoun.me/
Ian Dew-Becker,Associate Professor of Finance,http://www.kellogg.northwestern.edu/faculty/directory/dew-becker_ian.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Dew-Becker_Ian_092314.ashx,20180327,FINANCE,"Asset pricing, time series econometrics, macroeconomics",http://www.dew-becker.org
Ivan Lansberg,,http://www.kellogg.northwestern.edu/faculty/directory/lansberg_ivan.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/lansberg_ivan.ashx,20180327,INNOVATION & ENTREPRENEURSHIP,,
Jacopo Ponticelli,Associate Professor of Finance,http://www.kellogg.northwestern.edu/faculty/directory/ponticelli_jacopo.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Ponticelli_Jacopo_080917_cropped.ashx,20180327,FINANCE,,http://www.kellogg.northwestern.edu/faculty/ponticelli/
Jacques Gordon,Adjunct Lecturer of Real Estate (Courtesy),http://www.kellogg.northwestern.edu/faculty/directory/gordon_jacques.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/gordon_jacques.ashx,20180327,FINANCE,,
James Anderson,William L. Ford Professor of Marketing and Wholesale Distribution,http://www.kellogg.northwestern.edu/faculty/directory/anderson_james.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Anderson_James_13_RGB.ashx,20180327,MARKETING,"Constructing persuasive value propositions in business markets, and measurement approaches for demonstrating and documenting the value of market offerings.",
James B. Ethier,Adjunct Professor of Family Enterprise,http://www.kellogg.northwestern.edu/faculty/directory/ethier_james.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Jim Ethier Photo2.ashx,20180327,INNOVATION & ENTREPRENEURSHIP,,
James B. Shein,Clinical Professor of Strategy,http://www.kellogg.northwestern.edu/faculty/directory/shein_james_b.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/shein_j.ashx,20180327,STRATEGY,"Corporate governance, corporate renewal and turnaround management, issues in corporate finance, restructurings, start-ups and acquisitions.  Fiduciary duties of officers and directors.",
James Gerard Conley,Clinical Professor of Technology,http://www.kellogg.northwestern.edu/faculty/directory/conley_james_gerard.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Conley_James_111416.ashx,20180327,OPERATIONS,"His research investigates the strategic use of intangible assets and intellectual properties to build and sustain competitive advantage. Research sponsors have  included the World Intellectual Property Organization (WIPO), Microsoft Corporation, The Alexander VonHumboldt Foundation,  the United States Department of the Treasury, the National Science Foundation, NASA, FAA, NIST, the Department of Defense, Motorola, Daimler-Chrysler, and others.",http://www.jamesconley.org/
James Naughton,Assistant Professor of Accounting Information & Management,http://www.kellogg.northwestern.edu/faculty/directory/naughton_james.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Naughton_James.ashx,20180327,ACCOUNTING INFORMATION & MANAGEMENT,"Pensions, Disclosure, Government Accounting, Executive Compensation, Financial Regulation",
James R Stengel,Senior Fellow and Adjunct Professor within the Kellogg Markets & Customers Initiative,http://www.kellogg.northwestern.edu/faculty/directory/stengel_james.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Stengel_James 04212017_cropped.ashx,20180327,MARKETS & CUSTOMERS,,
James Schummer,Associate Professor of Managerial Economics & Decision Sciences,http://www.kellogg.northwestern.edu/faculty/directory/schummer_james.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Schummer_James_111416.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,"Game Theory, Mechanism Design, Market Design, Collective Decision-making.",http://www.kellogg.northwestern.edu/faculty/schummer/ftp/research/index.html
James Spillane,,http://www.kellogg.northwestern.edu/faculty/directory/spillane_james_p.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Spillane_James.ashx,20180327,MANAGEMENT & ORGANIZATIONS,,
James Weinstein,Visiting Professor,http://www.kellogg.northwestern.edu/faculty/directory/weinstein_james.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Jim Weinstein 10252017 cropped.ashx,20180327,PUBLIC-PRIVATE INTERFACE,,
Jamie Jones,Adjunct Professor of Innovation & Entrepreneurship,http://www.kellogg.northwestern.edu/faculty/directory/jones_jamie.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/jones_jamie2.ashx,20180327,INNOVATION & ENTREPRENEURSHIP,Business model design for social-impact focused businesses.,http://www.linkedin.com/in/jnjones
Jan A. Van Mieghem,,http://www.kellogg.northwestern.edu/faculty/directory/vanmieghem_jan_a.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/VanMeighem_Jan_041416_web.ashx,20180327,OPERATIONS,"My research studies manufacturing, service and supply chain operations from a strategic and tactical perspective and addresses both theory and practice. My research methodologies include mathematical modeling, stochastic analysis, optimization and financial valuation as well as empirical estimation and verification. Current research focuses on the “operations research of human interaction and collaboration,” healthcare, data-driven forecasting, and flexibility in dual sourcing.",http://www.vanmieghem.org
Janice C. Eberly,,http://www.kellogg.northwestern.edu/faculty/directory/eberly_janice_c.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Eberly_Janice_PS_6012015.ashx,20180327,FINANCE,"Capital budgeting and real options; financial frictions; household finance, portfolio choice, and consumption",
Jason Hartline,,http://www.kellogg.northwestern.edu/faculty/directory/hartline_jason.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Hartline_Jason.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,"Hartline, Jason. 2013. Mechanism Design via Consensus Estimates, Cross Checking, and Profit Extraction. Transactions on Economics and Computation.",
Jason Saul,Adjunct Lecturer of Executive Education,http://www.kellogg.northwestern.edu/faculty/directory/saul_jason.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/saul_jason.ashx,20180327,EXECUTIVE EDUCATION,"Corporate social responsibility, corporate philanthropy, social entrepreneurship, performance measurement and evaluation",
Javad Nasiry,Visiting Associate Professor of Operations Management,http://www.kellogg.northwestern.edu/faculty/directory/nasiry_javad.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Nasiry_Javad 02272018 cropped.ashx,20180327,OPERATIONS,,
Jean Egmon,Adjunct Professor of Executive Education,http://www.kellogg.northwestern.edu/faculty/directory/egmon_jean.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Egmon_Jean_2012.ashx,20180327,EXECUTIVE EDUCATION,,http://www.third-angle.com
Jeanette Colyvas,,http://www.kellogg.northwestern.edu/faculty/directory/colyvas_jeannette.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Colyvas_Jeannette 02212018.ashx,20180327,MANAGEMENT & ORGANIZATIONS,,
Jeanne Brett,,http://www.kellogg.northwestern.edu/faculty/directory/brett_jeanne.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Brett_Jeanne_102014.ashx,20180327,MANAGEMENT & ORGANIZATIONS,"Cross-cultural, deal making, dispute resolution, mediation, emotions and negotiation, technology and negotiation, negotiating teams, trust and culture, influence and culture, status and culture, communication and culture",
Jeff Hyman,Adjunct Lecturer of Management & Organizations,http://www.kellogg.northwestern.edu/faculty/directory/hyman_jeffrey.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Hyman_Jeff_020917.ashx,20180327,MANAGEMENT & ORGANIZATIONS,"Hyman, Jeff. 2017. Recruit Rockstars: The 10 Step Playbook to Find the Winners and Ignite Your Business. Lioncrest Publishing, First.Ninety percent of business problems are actually recruiting problems in disguise. If you’re filling your company’s vacant positions with B-players, you’re playing with fire. Instead, hire Rockstars to build an organization with limitless potential. Recruit Rockstars shows you how to find, hire, and keep the best of the best.",
Jeffrey Cohen,Adjunct Lecturer of Innovation & Entrepreneurship,http://www.kellogg.northwestern.edu/faculty/directory/cohen_jeffrey.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Cohen_Jeff.ashx,20180327,INNOVATION & ENTREPRENEURSHIP,"Cohen, Jeffrey. ""Open Source Community Values."" PragPub Magazine, September.",
Jeffrey Ely,,http://www.kellogg.northwestern.edu/faculty/directory/ely_jeffrey.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/ely_jeff.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,"Microeconomic Theory, Game Theory, Evolution",http://faculty.wcas.northwestern.edu/~jel292/
Jeffrey Eschbach,Adjunct Lecturer of Innovation & Entrepreneurship,http://www.kellogg.northwestern.edu/faculty/directory/eschbach_jeffrey.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Eschbach_Jeffrey 09182017 Cropped.ashx,20180327,INNOVATION & ENTREPRENEURSHIP,,
Jennifer Cutler,Assistant Professor of Marketing,http://www.kellogg.northwestern.edu/faculty/directory/cutler_jennifer.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Cutler_Jennifer_080917 cropped.ashx,20180327,MARKETING,"Developing and applying social media analytics techniques to: improve & scale marketing research measurement, understand online influence & persuasion, and promote corporate social responsibility",
Jennifer Farver,Adjunct Professor of Data Analytics,http://www.kellogg.northwestern.edu/faculty/directory/farver_jenny.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Farver_Jennifer_120214.ashx,20180327,MARKETS & CUSTOMERS,,
Jeroen Swinkels,,http://www.kellogg.northwestern.edu/faculty/directory/swinkels_jeroen.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Swinkles_Jeroen_RGB14-1.ashx,20180327,STRATEGY,Game theory; auctions and other models of price formation; evolution and learning; job-market signaling; corporate compensation; principal-agent models; procurement.Working Papers may be found beneath Articles.,
Jillian Chown,Assistant Professor of Management & Organizations,http://www.kellogg.northwestern.edu/faculty/directory/chown_jillian.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Chown_Jillian_090716.ashx,20180327,MANAGEMENT & ORGANIZATIONS,"Organization Theory; Strategy; Professionals, Knowledge Workers & Experts; Organizational Change; Incentives & Control; Healthcare",
Jim Woodrum,,http://www.kellogg.northwestern.edu/faculty/directory/woodrum_james.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Woodrum_James_0913.ashx,20180327,EXECUTIVE EDUCATION,,
Jocelyn Leitzinger,Visiting Assistant Professor of Management & Organizations,http://www.kellogg.northwestern.edu/faculty/directory/leitzinger_jocelyn.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Leitzinger_Jocelyn_111717.ashx,20180327,MANAGEMENT & ORGANIZATIONS,,
Joe Dwyer,Adjunct Lecturer of Innovation & Entrepreneurship,http://www.kellogg.northwestern.edu/faculty/directory/dwyer_joe.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Dwyer_Joe.ashx,20180327,INNOVATION & ENTREPRENEURSHIP,"Cordova, Diana, Joe Dwyer and B. Langlois. 1989. ""Reactions to affirmative action:  A case study."" In Affirmative action in perspective, edited by F.A. Blanchard & F.J. Crosby, 139-146. New York: Springer-Verlag.",
Joel K. Shapiro,Clinical Associate Professor and Executive Director for the Program on Data Analytics at Kellogg,http://www.kellogg.northwestern.edu/faculty/directory/shapiro_joel_k.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Shapiro_Joel_51315.ashx,20180327,MARKETS & CUSTOMERS,"Shapiro, Joel K.. 2011. Improving Retention and Enrollment Forecasting in Part-Time Programs.. Continuing Higher Education Review. 75",https://www.joelshapiroanalytics.com
John Aiello,Adjunct Lecturer of Marketing,http://www.kellogg.northwestern.edu/faculty/directory/aiello_john.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Aiello_John.ashx,20180327,MARKETING,,
John C. Parker,,http://www.kellogg.northwestern.edu/faculty/directory/parker_john_c.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Parker_John_C_1213.ashx,20180327,EXECUTIVE EDUCATION,"Digital Marketing, Customer Satisfaction and Loyalty, Customer Lifetime Value",
John L. Ward,Clinical Professor Emeritus of Family Enterprise,http://www.kellogg.northwestern.edu/faculty/directory/ward_john.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/ward_john.ashx,20180327,INNOVATION & ENTREPRENEURSHIP,"Family enterprise continuity planning, governance, business ownership, family offices and family foundations.",
John Mondragon,Assistant Professor of Finance,http://www.kellogg.northwestern.edu/faculty/directory/mondragon_john.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Mondragon_John_PS_071515.ashx,20180327,FINANCE,"DeFusco, Anthony, Stephanie Johnson and John Mondragon. 2017. Regulating Household Leverage.This paper studies how credit markets respond to policy constraints on household leverage. Exploiting a sharp policy-induced discontinuity in the cost of originating certain high-leverage mortgages, we study how the Dodd-Frank “Ability-to-Repay” rule affected the price and availability of credit in the U.S. mortgage market. Our estimates show that the policy had only moderate effects on prices, increasing interest rates on affected loans by 10-15 basis points. The effect on quantities, however, was signiﬁcantly larger; we estimate that the policy eliminated 15 percent of the affected market completely and reduced leverage for another 20 percent of remaining borrowers. This reduction in quantities is much greater than would be implied by plausible demand elasticities and suggests that lenders responded to the policy primarily by rationing credit. Finally, while the policy succeeded in reducing leverage, our estimates suggest this effect would have only slightly reduced aggregate default rates during the housing crisis.",https://sites.google.com/site/johnnelsonmondragon/
Jonathan Copulsky,Adjunct Lecturer of Marketing,http://www.kellogg.northwestern.edu/faculty/directory/copulsky_jonathan.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Copulsky_Jonathan_110216.ashx,20180327,MARKETING,,
Jorg Spenkuch,Associate Professor of Managerial Economics & Decision Sciences,http://www.kellogg.northwestern.edu/faculty/directory/spenkuch_jorg.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Spenkuch_Jorg.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,Political Economy and Applied Microeconomics,http://kellogg.northwestern.edu/faculty/spenkuch/index.html
Jose Maria Liberti,Visiting Professor of Finance,http://www.kellogg.northwestern.edu/faculty/directory/liberti_jose.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Liberti_Jose_0008_10RGB.ashx,20180327,FINANCE,"Empirical Corporate Finance, Financial Intermediation, Organizational Economics, Theory of the Firm",
Joseph Hannigan,Adjunct Professor of Executive Education,http://www.kellogg.northwestern.edu/faculty/directory/hannigan_joseph.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/hannigan_joe.ashx,20180327,EXECUTIVE EDUCATION,,
Joshua Chernoff,Adjunct Lecturer of Marketing,http://www.kellogg.northwestern.edu/faculty/directory/chernoff_joshua.aspx,,20180327,MARKETING,,
Joshua Daitch,Adjunct Lecturer of Real Estate,http://www.kellogg.northwestern.edu/faculty/directory/daitch_joshua.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/2016-2017- tenure-line/Daitch_Joshua 04192017.ashx,20180327,FINANCE,,
Joshua Mollner,Assistant Professor of Managerial Economics & Decision Sciences,http://www.kellogg.northwestern.edu/faculty/directory/mollner_joshua.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Mollner_Joshua_090816.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,"Milgrom, Paul and Joshua Mollner. 2018. Equilibrium Selection in Auctions and High Stakes Games. Econometrica. 86(1): 219-261.",http://sites.google.com/site/joshuamollner
Julie Hennessy,,http://www.kellogg.northwestern.edu/faculty/directory/hennessy_julie.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Hennessy_Julie 02132018 cropped.ashx,20180327,MARKETING,"Hennessy, Julie. ""VW Screwed Up, but the emissions scandal won't turn off consumers."" Fortune Magazine, October 2015.",
Juliet Sorensen,,http://www.kellogg.northwestern.edu/faculty/directory/sorensen_juliet.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/sorensen_juliet.ashx,20180327,STRATEGY,International Criminal Law; Public Health and Human Rights; Corporate Social Responsibility; Efficiency of Public International Organizations; and Public-Private Partnerships in Emerging Markets.,
Justin B. Craig,,http://www.kellogg.northwestern.edu/faculty/directory/craig_justin.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Craig_Justin_061016.ashx,20180327,INNOVATION & ENTREPRENEURSHIP,"Family Business, Individual and Firm Level Entrepreneurialism.",
Kara Palamountain,,http://www.kellogg.northwestern.edu/faculty/directory/palamountain_kara.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Palamountain_Kara_111416.ashx,20180327,PUBLIC-PRIVATE INTERFACE,"Palamountain, Kara and Jim Gallarda. 2017. Exploring the Case for a Global Alliance for Medical Diagnostics Initiative. Diagnostics. 7(1): 8.In recent years, the private and public sectors have increased investments in medical diagnostics for low- and middle-income countries (LMICs). Despite these investments, numerous barriers prevent the adoption of existing diagnostics and discourage the development and introduction of new diagnostics in LMICs. In the late 1990s, the global vaccine community had similar challenges, as vaccine coverage rates stagnated and the introduction of new vaccines was viewed as a distraction to delivering existing vaccines. To address these challenges, the international community came together and formed the Global Alliance for Vaccines Initiative (GAVI). Sixteen years after the formation of GAVI, we see evidence of a healthier global vaccine landscape. We discuss how GAVI’s four guiding principles (product, health systems strengthening, financing and market shaping) might apply to the advancement of medical diagnostics in LMICs. We present arguments for the international community and existing organizations to establish a Global Alliance for Medical Diagnostics Initiative (GAMDI).",
Karen Cates,Adjunct Professor of Executive Education,http://www.kellogg.northwestern.edu/faculty/directory/cates_karen.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Cates_Karen 03092018.ashx,20180327,EXECUTIVE EDUCATION,,
Karen Van Camp,Senior Lecturer of Communications,http://www.kellogg.northwestern.edu/faculty/directory/vancamp_karen.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/vancamp_k.ashx,20180327,ARCHITECTURES OF COLLABORATION,Verbal presentations and persuasion Audience responses to presentations,
Karin O'Connor,Clinical Assistant Professor of Innovation & Entrepreneurship,http://www.kellogg.northwestern.edu/faculty/directory/oconnor_karin.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/OConnor_Karin_022216.ashx,20180327,INNOVATION & ENTREPRENEURSHIP,,
Karl Schmedders,Visiting Professor of Managerial Economics & Decision Sciences,http://www.kellogg.northwestern.edu/faculty/directory/schmedders_karl.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/schmedders_k.ashx,20180327,EXECUTIVE EDUCATION,"Mathematical economics, in particular general equilibrium models involving time and uncertainty, asset pricing, mathematical programming",http://www.kellogg.northwestern.edu/faculty/schmedders/htm/index.htm
Kathleen Hagerty,,http://www.kellogg.northwestern.edu/faculty/directory/hagerty_kathleen.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Hagerty_Kathleen_111416.ashx,20180327,FINANCE,"Microstructure of financial markets, security market regulation, disclosure, insider trading, industrial organization, derivatives",http://www.kellogg.northwestern.edu/faculty/hagerty/htm/index.htm
Katie Arnold,Adjunct Lecturer of Innovation & Entrepreneurship,http://www.kellogg.northwestern.edu/faculty/directory/arnold_katie.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Arnold_Katie_012814.ashx,20180327,INNOVATION & ENTREPRENEURSHIP,,
Kenneth Bardach,Adjunct Professor of Executive Education,http://www.kellogg.northwestern.edu/faculty/directory/bardach_ken.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/bardach_ken.ashx,20180327,EXECUTIVE EDUCATION,,
Kent Grayson,,http://www.kellogg.northwestern.edu/faculty/directory/grayson_kent.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/grayson_k.ashx,20180327,MARKETING,"Trust and deception in market exchange, authentic and counterfeit products, truth and fraud in advertising and marketing",http://www.kentgrayson.com/
Kevin Murnane,Adjunct Lecturer of MBA Leadership Coaching,http://www.kellogg.northwestern.edu/faculty/directory/murnane_kevin.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Murnane_Kevin.ashx,20180327,ARCHITECTURES OF COLLABORATION,,
Kevin Thomas McTigue,Adjunct Lecturer of Marketing,http://www.kellogg.northwestern.edu/faculty/directory/mctigue_kevin.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/McTigue_Kevin_13_RGB-v2.ashx,20180327,MARKETING,,
Klaus Weber,Associate Professor of Management & Organizations,http://www.kellogg.northwestern.edu/faculty/directory/weber_klaus.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Weber_Klaus_111416.ashx,20180327,MANAGEMENT & ORGANIZATIONS,"Cultural and institutional theory; sensemaking, social movements and organizations, environmental sustainability, globalization and development.",
Konstantin W. Milbradt,Associate Professor of Finance,http://www.kellogg.northwestern.edu/faculty/directory/milbradt_konstantin.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Milbradt_Konstantin_021214.ashx,20180327,FINANCE,"Financial Economics, Liquidity, Asset Pricing & Corporate Finance under Financial Frictions",https://sites.google.com/site/milbradt/
Lakshman Krishnamurthi,A. Montgomery Ward Professor of Marketing,http://www.kellogg.northwestern.edu/faculty/directory/krishnamurthi_lakshman.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Krishnammurthi_Lakshman_F09.ashx,20180327,MARKETING,"Impact of price and advertising on conumer purchase decisions, new product strategy, competitive strategy, application of conjoint analysis",http://www.kellogg.northwestern.edu/faculty/krishnam
Lauren Lu,Visiting Associate Professor of Operations Management,http://www.kellogg.northwestern.edu/faculty/directory/lu_lauren_xiaoyuan.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Lu_Lauren 02132018 cropped.ashx,20180327,OPERATIONS,,
Lauren Rivera,,http://www.kellogg.northwestern.edu/faculty/directory/rivera_lauren.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Rivera_Lauren_010715.ashx,20180327,MANAGEMENT & ORGANIZATIONS,"Culture, evaluation, decision-making, labor markets, social class, gender, qualitative methods",
Lawrence J. Christiano,,http://www.kellogg.northwestern.edu/faculty/directory/christiano_larry_j.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/christiano_l.ashx,20180327,FINANCE,"Christiano, Lawrence J., Martin Eichenbaum and Sergio Rebelo. 2011. When is the Government Spending Multiplier Large?. Journal of Political Economy. 119(2)",http://faculty.wcas.northwestern.edu/~lchrist/
Leigh Thompson,,http://www.kellogg.northwestern.edu/faculty/directory/thompson_leigh.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Thompson_Leigh_101716.ashx,20180327,MANAGEMENT & ORGANIZATIONS,"Negotiation, group behavior, decision-making, social cognition, and affective evaluations of events. How groups and teams develop shared understanding of problems and behaviors",http://www.leighthompson.com/
Lesley Kagan Wynes,,http://www.kellogg.northwestern.edu/faculty/directory/wynes_lesley.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Wynes_Lesley.ashx,20180327,GENERAL MANAGEMENT,"Wynes, Lesley Kagan and Susan E. Provenzano. 2014. Teaching in Reverse: A Positive Approach to Analytical Errors in 1L Writing. Loyola Law Journal. 39(1)",
Liad Wagman,Visiting Associate Professor of Managerial Economics & Decision Sciences,http://www.kellogg.northwestern.edu/faculty/directory/wagman_liad.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Wagman_Liad_0913.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,"Durango-Cohen, Elizabeth J. and Liad Wagman. 2014. Strategic Obfuscation of Production Capacities. Naval Research Logistics Quarterly
.",
Linda Darragh,,http://www.kellogg.northwestern.edu/faculty/directory/darragh_linda.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/darragh_l.ashx,20180327,INNOVATION & ENTREPRENEURSHIP,,
Linda Vincent,Associate Professor of Accounting Information & Management,http://www.kellogg.northwestern.edu/faculty/directory/vincent_linda.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/vincent_l.ashx,20180327,ACCOUNTING INFORMATION & MANAGEMENT,"Capital markets; financial reporting; corporate restructuring including mergers, acquisitions, and divestitures; role of accounting information in firm valuation; economic impact of changes in accounting standards; valuation.",http://www.kellogg.northwestern.edu/faculty/vincentl/htm/bio-linda.htm
Lisa A. Fortini-Campbell,Adjunct Professor of Executive Education,http://www.kellogg.northwestern.edu/faculty/directory/fortini-campbell_lisa.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/fortini-campbell_lisa.ashx,20180327,EXECUTIVE EDUCATION,,
Liz Livingston Howard,,http://www.kellogg.northwestern.edu/faculty/directory/howard_liz_livingston.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Livingston_Howard_110316.ashx,20180327,EXECUTIVE EDUCATION,"Howard, Liz Livingston. 2011. Leadership and Vision at Barrington United Methodist Church (A). Case 5-211-258(A).“The building is gone but the Church is still here” was the immediate thought of Pastor Jim Wilson as he watched his church structure burn to the ground in 1998. Pastor Wilson realized that as the leader of the congregation, he needed to take action to manage the crisis and to lead his congregation to a new vision of the future that might be quite different than the past. His choice of leadership style, his gathering a team of leaders around him and his creation of a strong vision for the future are lessons that nonprofit and for-profit leaders can learn from through this case. The case chronicles the story of leadership and change management that led BUMC from the ashes to a new building and a strong, growing congregation. The case brings to light several critical issues in nonprofit management: change management, leadership and vision, changing demographics and environment, and crisis management.",
